,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
784,OCLSP3826,POZO PARQUE ACUATICO SANTA RITA,LERMA SANTIAGO PACIFICO,JALISCO,AYOTLAN,LA BARCA,POZO,-102.37494,20.4222,213.12,Alta,869.0,Permisible para riego,436.3333,Excelente para riego,Potable - Dulce,8.3014,Alta,2.6292141866522,Potable - Suave,122.0,Buena calidad,0.397115,Potable - Excelente,0.1301,No apta como FAAP,0.0010443602460832473,Potable - Excelente,0.002101580531471097,Potable - Excelente,0.0001444413305279441,Potable - Excelente,0.0033316651407623576,Potable - Excelente,0.0181,Potable - Excelente,0.1195,Potable - Excelente,Rojo,"FLUO,AS,",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
785,OCLSP3827,POZO NO. 687,LERMA SANTIAGO PACIFICO,JALISCO,AYOTLAN,LA BARCA,POZO,-102.39088,20.44043,233.1,Alta,1079.0,Permisible para riego,629.3333,Cultivos sensibles,Potable - Dulce,4.2048,Alta,97.4806,Potable - Moderadamente suave,0.32547922474294766,Potable - Excelente,20.171033,No apta como FAAP,0.0508,No apta como FAAP,0.001877016205058732,Potable - Excelente,0.00016644499342850395,Potable - Excelente,0.00046817750857899675,Potable - Excelente,0.004563042864369243,Potable - Excelente,0.0007250148351083152,Potable - Excelente,0.0313,Potable - Excelente,Rojo,"FLUO,AS,NO3,",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
786,OCLSP3828,POZO UNIDAD DEPORTIVA OCOTLAN,LERMA SANTIAGO PACIFICO,JALISCO,OCOTLAN,OCOTLAN,POZO,-102.779,20.3593,297.57,Alta,676.0,Buena para riego,425.4,Excelente para riego,Potable - Dulce,0.4331,Media,146.446,Potable - Dura,0.23594252284824593,Potable - Excelente,0.097056,Potable - Excelente,0.0114,Apta como FAAP,0.00142681523248986,Potable - Excelente,0.0002477379662519408,Potable - Excelente,0.00013449587450974892,Potable - Excelente,0.001390242712999213,Potable - Excelente,0.0688,Potable - Excelente,0.1601,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
787,OCLSP3841,POZO 34. ATEQUIZA 2,LERMA SANTIAGO PACIFICO,JALISCO,IXTLAHUACAN DE LOS MEMBRILLOS,CAJITITLAN,POZO,-103.1489,20.39211,215.82,Alta,457.0,Buena para riego,355.2,Excelente para riego,Potable - Dulce,0.2662,Baja,144.467,Potable - Dura,75.0,Buena calidad,5.423002,Potable - Buena calidad,0.004135845457884851,Potable - Excelente,0.0025546040124756813,Potable - Excelente,0.00478857595341014,Potable - Excelente,0.0003038911684034092,Potable - Excelente,0.0016956035244361778,Potable - Excelente,0.000323826490634866,Potable - Excelente,0.022086865976720285,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
788,OCLSP3860,POZO SUR POBLACION TAPALPA,LERMA SANTIAGO PACIFICO,JALISCO,TAPALPA,TAPALPA,POZO,-103.757005,19.937367,143.65,Media,287.0,Buena para riego,236.0,Excelente para riego,Potable - Dulce,0.2239,Baja,111.1152,Potable - Moderadamente suave,75.0,Buena calidad,2.986687,Potable - Excelente,0.000996471050584864,Potable - Excelente,5.583397956008618e-05,Potable - Excelente,0.0010122234250608787,Potable - Excelente,0.00016334625106293444,Potable - Excelente,0.0029523249811373355,Potable - Excelente,0.007,Potable - Excelente,0.009479249874885413,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
789,OCLSP3970,POZO RADIAL SEAPAL,LERMA SANTIAGO PACIFICO,JALISCO,PUERTO VALLARTA,PUERTO VALLARTA,POZO,-105.24227,20.71904,104.975,Media,346.0,Buena para riego,208.4,Excelente para riego,Potable - Dulce,0.4042,Media,101.1942,Potable - Moderadamente suave,0.8758480885576357,Potable - Excelente,0.518371,Potable - Excelente,0.015,Apta como FAAP,0.0025445917651088644,Potable - Excelente,0.004417594269396372,Potable - Excelente,0.00028373694318424147,Potable - Excelente,0.0028152401089092073,Potable - Excelente,0.3214,Sin efectos en la salud - Puede dar color al agua,4.463,Sin efectos en la salud - Puede dar color al agua,Amarillo,"MN,FE,",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
790,OCLSP3983,POZO SEAPAL 9,LERMA SANTIAGO PACIFICO,JALISCO,PUERTO VALLARTA,PUERTO VALLARTA,POZO,-105.21211,20.64282,60.775,Baja,181.7,Excelente para riego,151.6,Excelente para riego,Potable - Dulce,0.6747,Media,45.6366,Potable - Suave,10.0,Buena calidad,0.649018,Potable - Excelente,0.006611813721395033,Potable - Excelente,0.0016145657427456173,Potable - Excelente,0.00404761288087119,Potable - Excelente,0.0002576678528983081,Potable - Excelente,0.000492923139529865,Potable - Excelente,0.0006015906907978901,Potable - Excelente,0.0261,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
791,OCNOR3984,POZO 6,NOROESTE,SONORA,AGUA PRIETA,RIO AGUA PRIETA,POZO,-109.53205,31.32013,137.64,Media,1402.0,Permisible para riego,1051.2,Cultivos con manejo especial,Ligeramente salobres,0.2102,Baja,497.45,Potable - Dura,0.7233736611012386,Potable - Excelente,1.974254,Potable - Excelente,0.009106420322007681,Potable - Excelente,0.0007619343172310345,Potable - Excelente,0.0005137686277285064,Potable - Excelente,0.0003785775696440837,Potable - Excelente,0.003743548228865695,Potable - Excelente,0.0005912664000499186,Potable - Excelente,0.0005015057384165661,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
792,OCNOR3987M1,POZO 3 OJO DE AGUA,NOROESTE,SONORA,CANANEA,RIO BACOACHI,POZO,-110.217722,30.975972,81.76,Media,650.0,Buena para riego,497.4,Excelente para riego,Potable - Dulce,0.498,Media,249.7199,Potable - Dura,0.2874208886380228,Potable - Excelente,0.824754,Potable - Excelente,0.009900802530510773,Potable - Excelente,0.0011175392630465694,Potable - Excelente,0.004126373323206112,Potable - Excelente,0.0004288883131548387,Potable - Excelente,0.0028510769012156734,Potable - Excelente,0.0008279362107301425,Potable - Excelente,0.024104209446418192,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
793,OCNOR3993,CUITACA,NOROESTE,SONORA,CANANEA,CUITACA,POZO,-110.48888,30.99709,163.5,Alta,363.0,Buena para riego,236.2,Excelente para riego,Potable - Dulce,0.10934881986278007,Baja,144.467,Potable - Dura,24196.0,Fuertemente contaminada,0.316339,Potable - Excelente,0.0015368923124436974,Potable - Excelente,0.0025404205118720927,Potable - Excelente,0.002704097286444302,Potable - Excelente,0.00020909564963797662,Potable - Excelente,0.0029614284789700957,Potable - Excelente,0.0118,Potable - Excelente,1.037,Sin efectos en la salud - Puede dar color al agua,Rojo,"CF,FE,",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
794,OCNOR3994,POZO EJIDO MIGUEL HIDALGO,NOROESTE,SONORA,SANTA CRUZ,RIO SANTA CRUZ,POZO,-110.63928,31.14924,180.32,Alta,409.0,Buena para riego,259.0,Excelente para riego,Potable - Dulce,1.2872,Potable - Optima,149.235,Potable - Dura,0.6737818994812759,Potable - Excelente,0.12475,Potable - Excelente,0.0038321446453865827,Potable - Excelente,0.001960583285035424,Potable - Excelente,0.004353304374322707,Potable - Excelente,0.00022780095868294475,Potable - Excelente,0.002643694029601888,Potable - Excelente,0.0037,Potable - Excelente,0.0033085319440197577,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
795,OCNOR3995,MILPILLAS,NOROESTE,SONORA,SANTA CRUZ,CUITACA,POZO,-110.45173,31.11264,234.35,Alta,501.0,Buena para riego,338.2,Excelente para riego,Potable - Dulce,0.2142,Baja,215.711,Potable - Dura,0.6600975671416822,Potable - Excelente,2.195741,Potable - Excelente,0.004932696077577388,Potable - Excelente,0.0021338457291088446,Potable - Excelente,0.0037266170838852392,Potable - Excelente,6.10616980283758e-05,Potable - Excelente,0.0036557118289097007,Potable - Excelente,0.001400244105679814,Potable - Excelente,0.012874883559330644,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
796,OCNOR3999,PARQUE INDUSTRIAL DE NOGALES,NOROESTE,SONORA,NOGALES,NOGALES,POZO,-110.96166,31.25638,154.29,Alta,333.0,Buena para riego,191.6,Excelente para riego,Potable - Dulce,0.9937,Potable - Optima,123.3676,Potable - Dura,1.061595340032125,Potable - Excelente,0.472857,Potable - Excelente,0.0105,Apta como FAAP,4.6333570926339386e-05,Potable - Excelente,0.004963741005338698,Potable - Excelente,0.00035393949790443437,Potable - Excelente,0.004790133245403717,Potable - Excelente,0.0008664746710647438,Potable - Excelente,0.0791,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
797,OCNOR4000,LAS CHIMENEAS,NOROESTE,SONORA,NOGALES,NOGALES,POZO,-110.97975,31.27681,216.45,Alta,436.0,Buena para riego,248.6,Excelente para riego,Potable - Dulce,0.7211,Potable - Optima,198.98,Potable - Dura,52.0,Buena calidad,0.760608,Potable - Excelente,0.0064500892507147805,Potable - Excelente,0.0019536747039452657,Potable - Excelente,0.0026468917387125353,Potable - Excelente,0.00020315324909290895,Potable - Excelente,0.0047820609768166565,Potable - Excelente,0.0047,Potable - Excelente,0.0979,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
798,OCNOR4002,POZO BLOQUERA MADERAS Y CONCRETOS,NOROESTE,SONORA,NOGALES,RIO ALISOS,POZO,-110.95548,31.16129,112.11,Media,274.0,Buena para riego,201.2,Excelente para riego,Potable - Dulce,0.228,Baja,117.3982,Potable - Moderadamente suave,0.5137322631157042,Potable - Excelente,3.098532,Potable - Excelente,0.00035248012048948895,Potable - Excelente,0.002362380705824501,Potable - Excelente,0.0043216987821766365,Potable - Excelente,0.00045462300776962655,Potable - Excelente,0.0027380156115700744,Potable - Excelente,0.0036,Potable - Excelente,0.1041,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
799,OCNOR4003,POZO TUBUTAMA,NOROESTE,SONORA,TUBUTAMA,RIO ALTAR,POZO,-111.4674,30.88404,455.26,Indeseable como FAAP,1083.0,Permisible para riego,612.8,Cultivos sensibles,Potable - Dulce,1.0635,Potable - Optima,396.32,Potable - Dura,10.0,Buena calidad,4.591362,Potable - Excelente,0.00024422085549008157,Potable - Excelente,0.0016001549259713685,Potable - Excelente,0.0196,Potable - Excelente,0.00010537646729724059,Potable - Excelente,0.0006413396244801273,Potable - Excelente,0.2171,Sin efectos en la salud - Puede dar color al agua,13.44,Sin efectos en la salud - Puede dar color al agua,Amarillo,"ALC,MN,FE,",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
800,OCNOR4006,POZO EL MEZCALITO,NOROESTE,SONORA,ALTAR,RIO ALTAR,POZO,-111.84424,30.71054,382.47,Alta,693.0,Buena para riego,800.0,Cultivos sensibles,Potable - Dulce,0.8217,Potable - Optima,314.2989,Potable - Dura,0.39389403517369825,Potable - Excelente,4.007358,Potable - Excelente,0.006507699084678226,Potable - Excelente,0.0027987454136168374,Potable - Excelente,0.0026415399941781717,Potable - Excelente,0.0004454347753366025,Potable - Excelente,0.004474263104356467,Potable - Excelente,0.0012364337018262173,Potable - Excelente,0.007377253086861974,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
801,OCNOR4007,POZO EJIDO SAN JOSE,NOROESTE,SONORA,TUBUTAMA,BUSANI,POZO,-111.40456,30.72676,151.385,Alta,342.0,Buena para riego,212.4,Excelente para riego,Potable - Dulce,1.3526,Potable - Optima,82.3443,Potable - Moderadamente suave,0.93518025024237,Potable - Excelente,1.417201,Potable - Excelente,0.0017979436791521674,Potable - Excelente,0.00279036119240396,Potable - Excelente,0.0132,Potable - Excelente,0.00016501248234206277,Potable - Excelente,0.0046578232714199926,Potable - Excelente,0.0004782291686829283,Potable - Excelente,0.0329,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
802,OCNOR4008,POZO EJIDO SAN MANUEL,NOROESTE,SONORA,TUBUTAMA,BUSANI,POZO,-111.42039,30.62337,141.44,Media,452.0,Buena para riego,265.4,Excelente para riego,Potable - Dulce,12.1712,Alta,16.529332392046637,Potable - Suave,20.0,Buena calidad,1.769474,Potable - Excelente,0.0962,No apta como FAAP,0.0013159364613228068,Potable - Excelente,0.0202,Potable - Excelente,0.00040389906279710724,Potable - Excelente,0.003951004200507795,Potable - Excelente,0.00027808162991077974,Potable - Excelente,0.01940526289358228,Potable - Excelente,Rojo,"FLUO,AS,",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
803,OCNOR4009,POZO EL CALLEJON,NOROESTE,SONORA,TRINCHERAS,MAGDALENA,POZO,-111.52424,30.40185,274.04,Alta,940.0,Permisible para riego,571.8,Cultivos sensibles,Potable - Dulce,1.197,Potable - Optima,205.3647,Potable - Dura,0.945156744335722,Potable - Excelente,2.169332,Potable - Excelente,0.0201,Apta como FAAP,0.0018621716502601204,Potable - Excelente,0.004387486899424218,Potable - Excelente,0.0004810965392077223,Potable - Excelente,0.004472145152269028,Potable - Excelente,0.0009161675367607501,Potable - Excelente,0.004812483001635276,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
804,OCNOR4010,POZO ESTACION LLANO,NOROESTE,SONORA,SANTA ANA,LA TINAJA,POZO,-111.10273,30.3647,181.44,Alta,541.0,Buena para riego,322.4,Excelente para riego,Potable - Dulce,0.6917,Media,118.3931,Potable - Moderadamente suave,0.8241923289894301,Potable - Excelente,2.495271,Potable - Excelente,0.0006132774237240368,Potable - Excelente,0.0023319879252615004,Potable - Excelente,0.012,Potable - Excelente,0.00013446885754273252,Potable - Excelente,0.004310165972812328,Potable - Excelente,3.6147651609317933e-05,Potable - Excelente,0.004936135349292803,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805,OCNOR4011,POZO LOS HOYOS,NOROESTE,SONORA,CUMPAS,CUMPAS,POZO,-109.78725,30.12831,115.36,Media,1065.0,Permisible para riego,870.4,Cultivos sensibles,Potable - Dulce,0.3387,Baja,523.3174,Muy dura e indeseable usos industrial y domestico,1.0775776823269645,Potable - Excelente,4.93847,Potable - Excelente,0.007804303138319557,Potable - Excelente,0.00239721011866722,Potable - Excelente,0.0008361615854196114,Potable - Excelente,0.0006,Potable - Excelente,0.0032472329216176967,Potable - Excelente,0.00029216719994762445,Potable - Excelente,0.0069539593630144865,Potable - Excelente,Amarillo,"DT,",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
806,OCNOR4012,POZO CUMPAS,NOROESTE,SONORA,CUMPAS,CUMPAS,POZO,-109.78207,29.98647,165.76,Alta,862.0,Permisible para riego,485.0,Excelente para riego,Potable - Dulce,0.3901,Baja,278.572,Potable - Dura,0.439935906648548,Potable - Excelente,5.136219,Potable - Buena calidad,0.0146,Apta como FAAP,0.00039334941922906463,Potable - Excelente,0.003172029006702854,Potable - Excelente,0.00042139789371805524,Potable - Excelente,0.004223677234244269,Potable - Excelente,0.0010385366955934024,Potable - Excelente,0.013196325828290495,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
807,OCNOR4013,POZO SAHUARIPA SA-04,NOROESTE,SONORA,SAHUARIPA,RIO SAHUARIPA,POZO,-109.22978,29.04973,331.52,Alta,781.0,Permisible para riego,506.0,Cultivos sensibles,Potable - Dulce,0.3175,Baja,273.5975,Potable - Dura,0.021785783423487984,Potable - Excelente,0.942969,Potable - Excelente,0.00014898560993247933,Potable - Excelente,0.002620768145849705,Potable - Excelente,0.0012606193413333016,Potable - Excelente,0.0003758580265228333,Potable - Excelente,0.00010661682470940848,Potable - Excelente,0.000926441368417724,Potable - Excelente,0.012179161413831248,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
808,OCNOR4014,LA POZA,NOROESTE,SONORA,CARBO,RIO ZANJON,POZO,-110.96012,29.86644,239.8,Alta,576.0,Buena para riego,357.8,Excelente para riego,Potable - Dulce,0.2742,Baja,190.4832,Potable - Dura,0.9790804169015208,Potable - Excelente,2.257785,Potable - Excelente,0.005303029570442768,Potable - Excelente,0.0028968046703253363,Potable - Excelente,0.0022668669442325773,Potable - Excelente,0.0001812572071773691,Potable - Excelente,0.004411130846839628,Potable - Excelente,0.00013945526574856248,Potable - Excelente,0.02262867179732089,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
809,OCNOR4015,EL VAPOR,NOROESTE,SONORA,CARBO,RIO ZANJON,POZO,-110.93517,29.65365,258.33,Alta,650.0,Buena para riego,399.0,Excelente para riego,Potable - Dulce,0.3346,Baja,172.6254,Potable - Dura,1.0541310326650963,Potable - Excelente,3.505457,Potable - Excelente,0.0031454665656220127,Potable - Excelente,0.00022840322800654457,Potable - Excelente,0.003856584796661539,Potable - Excelente,6.273162877716382e-05,Potable - Excelente,0.0003490862861119154,Potable - Excelente,0.0006950963388516528,Potable - Excelente,0.010287745779383326,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
810,OCNOR4016,POZO FABRICA DE LOS ANGELES,NOROESTE,SONORA,SAN MIGUEL DE HORCASITAS,RIO SAN MIGUEL,POZO,-110.7555,29.44813,279.565,Alta,994.0,Permisible para riego,1614.0,Cultivos con manejo especial,Ligeramente salobres,0.503,Media,299.6142,Potable - Dura,389.0,Aceptable,7.615808,Potable - Buena calidad,0.0101,Apta como FAAP,0.002450478761164988,Potable - Excelente,0.002328257031369575,Potable - Excelente,5.190818630946764e-05,Potable - Excelente,0.0003235599259082739,Potable - Excelente,0.0007535641627906477,Potable - Excelente,0.009270782744673679,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
811,OCNOR4018,POZO SAUZ DE URES,NOROESTE,SONORA,URES,RIO SONORA,POZO,-110.43803,29.40136,345.865,Alta,1360.0,Permisible para riego,1020.2,Cultivos con manejo especial,Ligeramente salobres,0.5199,Media,519.8604,Muy dura e indeseable usos industrial y domestico,20.0,Buena calidad,9.351497,Potable - Buena calidad,0.008316407606112627,Potable - Excelente,0.002061647052810764,Potable - Excelente,0.00372088252401732,Potable - Excelente,0.0003009298017440256,Potable - Excelente,0.0002224774989195899,Potable - Excelente,0.0009006913183161864,Potable - Excelente,0.02260847783101011,Potable - Excelente,Amarillo,"DT,",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
812,OCNOR4021,SAN PABLO DE ACONCHI,NOROESTE,SONORA,ACONCHI,RIO SONORA,POZO,-110.20114,29.77367,315.01,Alta,1342.0,Permisible para riego,925.6,Cultivos sensibles,Potable - Dulce,0.3668,Baja,461.107,Potable - Dura,1017.0,Contaminada,11.274477,No apta como FAAP,0.0065092184011230295,Potable - Excelente,0.0019102307943796154,Potable - Excelente,0.0057,Potable - Excelente,0.000487607822255194,Potable - Excelente,0.0002846071911190534,Potable - Excelente,0.0054,Potable - Excelente,0.017379066188366765,Potable - Excelente,Rojo,"CF,NO3,",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
813,OCNOR4025,POZO ARIZPE,NOROESTE,SONORA,ARIZPE,RIO BACANUCHI,POZO,-110.16094,30.34119,221.0,Alta,717.0,Buena para riego,547.2,Cultivos sensibles,Potable - Dulce,0.2162,Baja,317.472,Potable - Dura,1.0329153730699838,Potable - Excelente,1.793556,Potable - Excelente,0.0006246386660891057,Potable - Excelente,0.0028474540318740595,Potable - Excelente,0.0011835008659033747,Potable - Excelente,0.00037941767291936796,Potable - Excelente,0.00022196587014140735,Potable - Excelente,0.0007363331659898623,Potable - Excelente,0.017491837282935616,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
814,OCNOR4027,POZO TAHUICHOPA,NOROESTE,SONORA,ARIZPE,RIO BACANUCHI,POZO,-110.15789,30.37335,247.52,Alta,850.0,Permisible para riego,574.6,Cultivos sensibles,Potable - Dulce,0.4269,Media,331.3614,Potable - Dura,275.0,Aceptable,2.367862,Potable - Excelente,0.007075390214415643,Potable - Excelente,0.0004706971935527229,Potable - Excelente,0.0017909440600685244,Potable - Excelente,0.0002889830355342992,Potable - Excelente,0.002552412980637615,Potable - Excelente,0.0273,Potable - Excelente,0.0345,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
815,OCNOR4029,POZO BACOACHI,NOROESTE,SONORA,BACOACHI,RIO BACOACHI,POZO,-109.95586,30.63566,156.96,Alta,363.0,Buena para riego,279.4,Excelente para riego,Potable - Dulce,1.1947,Potable - Optima,112.803,Potable - Moderadamente suave,1.0968378555186453,Potable - Excelente,1.276331,Potable - Excelente,0.006602814216384997,Potable - Excelente,0.0023781302727706047,Potable - Excelente,0.004001530308695299,Potable - Excelente,0.0004160842809443947,Potable - Excelente,4.176246301548725e-05,Potable - Excelente,0.0027,Potable - Excelente,0.02296940790565661,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
816,OCNOR4030,NUEVO POZO CHINAPA,NOROESTE,SONORA,ARIZPE,RIO BACOACHI,POZO,-110.03386,30.43986,256.36,Alta,736.0,Buena para riego,513.4,Cultivos sensibles,Potable - Dulce,0.3203,Baja,285.7248,Potable - Dura,0.3256359026163317,Potable - Excelente,3.207452,Potable - Excelente,0.009493643778822388,Potable - Excelente,0.0008377795588559499,Potable - Excelente,0.004409958632043392,Potable - Excelente,0.00046932595120994787,Potable - Excelente,0.003687065815541834,Potable - Excelente,0.0007046640173836227,Potable - Excelente,0.024514295832792653,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
817,OCNOR4032,POZO BENJAMIN HILL,NOROESTE,SONORA,BENJAMIN HILL,LA TINAJA,POZO,-111.10934,30.17053,195.11,Alta,684.0,Buena para riego,381.0,Excelente para riego,Potable - Dulce,0.8574,Potable - Optima,150.7992,Potable - Dura,0.5871250064833747,Potable - Excelente,4.801343,Potable - Excelente,0.007706286517174975,Potable - Excelente,0.0019202963213513886,Potable - Excelente,0.004577005430467888,Potable - Excelente,0.00030569958247496034,Potable - Excelente,0.0006367454777988973,Potable - Excelente,0.001472596393092324,Potable - Excelente,0.000572934519470894,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
818,OCNOR4033,POZO NO. 2 EL GUEYPARIN,NOROESTE,SONORA,OPODEPE,RIO ZANJON,POZO,-111.03294,30.04605,170.17,Alta,435.0,Buena para riego,256.2,Excelente para riego,Potable - Dulce,0.3496,Baja,118.0599,Potable - Moderadamente suave,0.3910363975278617,Potable - Excelente,1.97847,Potable - Excelente,0.0067219279732437225,Potable - Excelente,0.0008894201918351089,Potable - Excelente,0.0004473091118441347,Potable - Excelente,2.0999495650571354e-05,Potable - Excelente,0.00019559383237802375,Potable - Excelente,0.00020689184491084139,Potable - Excelente,0.02429735955746278,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
819,OCNOR4034,POZO VILLA DEL REAL,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.01328,29.15153,194.48,Alta,1011.0,Permisible para riego,495.6,Excelente para riego,Potable - Dulce,0.9518,Potable - Optima,206.3568,Potable - Dura,218.0,Aceptable,7.935112,Potable - Buena calidad,0.012,Apta como FAAP,0.0029008511437477592,Potable - Excelente,0.0046163393032797794,Potable - Excelente,1.2410772263787673e-05,Potable - Excelente,0.0018322983209635507,Potable - Excelente,0.0007981233740812857,Potable - Excelente,0.0006042922077913765,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
820,OCNOR4035,POZO BAGOTES Z12,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.12072,29.09646,197.58,Alta,699.0,Buena para riego,396.0,Excelente para riego,Potable - Dulce,0.4917,Media,200.9294,Potable - Dura,0.10587539980815384,Potable - Excelente,2.128046,Potable - Excelente,0.009490917002863301,Potable - Excelente,0.0016937040457422853,Potable - Excelente,0.0032690728358094096,Potable - Excelente,0.00023128881110600635,Potable - Excelente,0.000858604413289178,Potable - Excelente,0.0004992737345751148,Potable - Excelente,0.017326541108874584,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
821,OCNOR4036,EL REAL DEL CATORCE,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.05556,28.96157,193.375,Alta,632.0,Buena para riego,333.8,Excelente para riego,Potable - Dulce,0.3976,Baja,130.9572,Potable - Dura,0.3862948050970827,Potable - Excelente,0.676175,Potable - Excelente,0.0016245881665398576,Potable - Excelente,0.0022973063679017133,Potable - Excelente,0.004582982684639434,Potable - Excelente,0.0003408706501741513,Potable - Excelente,0.002088826538976948,Potable - Excelente,0.001481516440400565,Potable - Excelente,0.0288,Potable - Excelente,Verde,NO APLICA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
822,OCNOR4037,HACIENDA DE LA FLOR,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,-110.94133,29.07231,341.445,Alta,1328.0,Permisible para riego,763.6,Cultivos sensibles,Potable - Dulce,1.0584,Potable - Optima,337.314,Potable - Dura,0.017275735383461922,Potable - Excelente,8.956645,Potable - Buena calidad,0.0355,No apta como FAAP,0.001185021211374543,Potable - Excelente,0.0092,Potable - Excelente,0.00012531925960018576,Potable - Excelente,0.0010666601110533003,Potable - Excelente,0.0038,Potable - Excelente,0.1613,Potable - Excelente,Rojo,"AS,",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
